Season,Team1,Team2,Target,AvgPointsScored_Diff,AvgPointsAllowed_Diff,AvgOE_Diff,AvgDE_Diff,AvgTSP_Diff,AvgAstTORatio_Diff,AvgeFGP_Diff,AvgPossessions_Diff,AvgORP_Diff,AvgDRP_Diff,AvgStlRate_Diff,AvgBlkRate_Diff,AvgFTR_Diff,Avg3PAr_Diff,SOS_Diff,WinPct_Diff,GamesPlayed_Diff,NetRating_Diff,RecentWinPct_Diff,RecentOE_Diff,SeedNum_Diff,Elo_Diff,Rank_MOR_Diff,Rank_POM_Diff,Rank_SAG_Diff,Rank_WLK_Diff
2008,1462,1208,1,7.458333333333329,-4.635416666666664,14.203535609209126,-3.960863571227776,0.08218418088843293,0.39212865592286805,0.07295800503987071,-2.1312026515151388,-0.020264305311741226,0.020945008161915357,-0.013926542208630793,0.004814184407377409,0.0975847624181222,0.05757484373853983,-0.005401282315770639,0.31818181818181823,1.0,18.164399180436888,-0.33333333333333337,5.800726057640944,-11.0,157.9057881376657,-35.0,-63.0,-80.0,-101.0
2003,1281,1356,1,-2.7591397849462282,-1.6161290322580584,-4.184838744742137,-2.20008261867261,-0.026162230951708443,-0.07148938123234028,-0.018847114460693093,-0.09594086021505177,0.044141975513618426,-0.0023681797793898562,-0.0333429346972217,0.014424745868200702,-0.03700456190719981,0.08288946734056246,0.102753217884128,-0.12258064516129041,1.0,-1.9847561260695405,-0.25,-10.138419888502852,-5.0,-38.22540858504976,-48.0,-33.0,-28.0,-20.0
2014,3181,3177,0,-3.4848484848484844,-6.63636363636364,-0.12935743050478266,-4.416794279221605,0.021874782249476032,-0.4882095706466112,0.027906061754315425,-3.4575757575757677,0.0625299483083454,-0.010723844761858059,-0.0219769628332023,0.049277877067830905,0.025276357317950915,-0.142823425491908,0.13245048082051325,0.0,0.0,4.287436848716837,-0.33333333333333337,-10.43937051024362,-5.0,94.67617227979576,0.0,0.0,0.0,0.0
2014,1451,1112,0,-1.1659663865546293,9.995798319327726,-1.593281988762385,16.21178434313734,0.04893098727536749,-0.5154266109638701,0.03507564672227892,-0.14929096638655892,-0.09544001103957794,-0.023588177621543527,-0.033550803251849094,-0.012708506741304401,0.09002017723317335,0.1075618989699772,-0.13831619984338928,-0.27521008403361347,-6.0,-17.805066331899724,0.15000000000000002,5.267239473246249,15.0,-179.38737846998538,173.0,170.0,170.0,166.0
2008,1124,1345,0,12.014583333333334,13.279166666666669,6.677693318103749,10.021197256130932,0.02933976804614402,-0.10504647534518852,0.02950331705701087,6.523645833333333,-0.010559311771679847,-0.016736843713299865,-0.027441397359759187,-0.015367027037802392,-0.010649330600406237,-0.0011917408684075093,0.06654936766404834,-0.08333333333333337,-2.0,-3.343503938027183,0.0,2.2026895583358623,5.0,-83.84347904700121,18.0,14.0,9.0,9.0
2018,1260,1397,1,-2.524621212121218,-4.362689393939391,-0.9796195752714709,-3.953126491203605,0.04974910572149571,-0.008068438089063212,0.06880443578591633,-1.9551491477272833,-0.1058275663234502,0.06071090206719487,0.007065354447357203,-0.0391791771161651,-0.028832440611800125,0.005920417099617992,-0.08832755430270212,0.08617424242424243,-1.0,2.973506915932134,0.19999999999999996,-14.795808262570958,8.0,-13.862176890712135,47.0,31.0,45.0,38.0
2003,1329,1393,0,-11.379310344827587,-7.689655172413801,-9.74383760887919,-5.255143456601232,-0.030764434083543457,-0.39707816130229956,-0.027460120797760945,-4.1875,-0.02675005457485219,0.002355556964993344,0.011977112101843393,-0.012281354028786398,0.016418386984951405,-0.023826929424990317,0.02864792984849751,-0.13793103448275856,0.0,-4.488694152277972,-0.4166666666666667,-12.584055020855132,3.0,-49.72619504852992,8.0,14.0,13.0,9.0
2019,1305,1196,0,12.40196078431373,3.0196078431372584,9.583202029605687,-2.8661147717402287,0.04033743166244619,0.6372866365286816,0.040808298602857784,5.493337789661311,-0.05045449053942802,0.07002318997273305,-0.021855092473288,-0.0038828841158818073,0.1002929851155433,-0.00380863070262788,-0.07032173748095472,0.31996434937611407,-1.0,12.449316801345915,0.35,4.321493382109537,-3.0,116.69375058666901,-9.0,-3.0,-4.0,-2.0
2013,1231,1241,1,14.82352941176471,-1.8983957219251408,16.961391231750326,-6.668122806833637,0.0817534492236871,-0.006674393007918056,0.08171705166941945,3.1933489304812923,0.10543244824474002,-0.01502554501623099,-0.012399306112043096,-0.023021221762396307,0.08968904988832399,0.0029522112153999025,0.14439823868262414,0.22994652406417115,-1.0,23.629514038583963,-0.5,1.4978404818795639,-15.0,168.9545410081655,-153.0,-176.0,-167.0,-181.0
2010,1165,1246,0,-4.062880324543613,-0.71298174442191,1.802226891962036,5.547900245828075,0.02774834880992061,0.32061528784982585,0.03395242358930295,-4.8677358012170515,-0.09473323755220281,0.022365563084870588,0.006017562837168006,-0.0479599326738155,-0.1576750926068708,0.09594286240988303,-0.08959650002017522,-0.07910750507099384,-5.0,-3.7456733538660245,0.0,20.25072611556203,11.0,-77.05850705958778,66.0,60.0,48.0,44.0
2025,1462,1400,1,-0.40992647058823195,-1.360294117647058,-1.2955180840742173,-2.4787711234487944,0.019628983828371194,0.25822313409629594,0.014460435558373397,0.464958639705884,-0.07762922418542531,0.043529837063625676,0.0193712338525137,-0.029393239594911302,0.014310427153765515,0.02411088422007479,-0.018222454393442167,0.09742647058823528,-2.0,1.1832530393745628,0.06666666666666665,11.696470816709876,0.0,37.04841559706324,-5.0,1.0,0.0,-9.0
2007,1207,1130,1,-6.1764112903225765,-12.995967741935488,2.7549376637759195,-9.782079459217655,0.022842533886239025,0.1348495612342453,0.035392723805542925,-6.741885080645162,0.033480881909267624,0.0407832863119455,0.0010099428975411107,0.0040948134408373,-0.08967686369000721,0.040499178259054636,-0.016191740241781827,0.16733870967741937,1.0,12.53701712299359,0.46666666666666673,2.136150447181805,-5.0,70.94211595463366,-33.0,-36.0,-26.0,-37.0
2016,3280,3277,1,-5.851325757575751,-9.978219696969695,-2.1567287639713584,-8.056183794059478,-0.04460596094672231,0.07072650598580354,-0.04487041440367756,-4.292684659090924,0.027506348685609305,-0.07692015031406152,-0.0017950545084117892,0.01937968156165,-0.001811241685509113,-0.041351776587820466,-0.031837958549423284,0.037878787878787845,1.0,5.899455030088106,0.0,-0.3255498794843419,1.0,16.053159447923235,0.0,0.0,0.0,0.0
2025,3231,3428,1,-6.376344086021504,0.9978494623655862,-6.442388685235301,3.208894185230861,-0.01718377196051979,0.04652686846297649,-0.026670141842947137,-1.6930913978494573,-0.10990223298828672,-0.007030617511217141,-0.016555690699842,0.012858913209072398,0.01584774224985902,-0.07152973204277363,0.06176693044131132,-0.12043010752688166,1.0,-9.651282870466176,0.5,8.54462167574097,1.0,0.17082152341754409,0.0,0.0,0.0,0.0
2006,1207,1196,0,-12.606060606060595,-5.25454545454545,-2.7621645345946035,5.866040968210115,-0.040802278240066325,0.21031306951796647,-0.03244695304989642,-9.550265151515148,0.009566299284601787,0.020700607053201536,-0.015495991637422102,-0.016444827612375493,-0.0845435061369128,0.032003293692853485,0.005725144549908245,-0.11818181818181828,-3.0,-8.628205502804732,-0.5,-3.175769116725178,4.0,-110.7334539794731,12.0,12.0,10.0,12.0
2025,1188,1222,0,-3.6058823529411796,9.49607843137256,-11.93283502057578,8.52197299804969,-0.03429565829117753,-0.339420535891124,-0.03484175508859089,4.159607843137252,-0.06873025257270882,-0.020579540632331583,-0.032735034038385805,-0.020458290112899097,0.061243993085888626,0.01499958002147922,-0.15557194810493363,-0.24901960784313726,-4.0,-20.45480801862547,0.0,-0.1214575766141337,15.0,-333.00959346622244,203.0,212.0,0.0,189.0
2017,1314,1116,1,4.539215686274503,-3.0909090909090935,4.896304110528774,-5.52532341927801,-0.00686046173174415,0.4297298997735455,0.007854408802153712,0.915340909090915,0.08954961516170007,0.08539508663408235,-0.013611054014880497,-0.022736100942674406,-0.06182603128158043,0.0012682892354272113,0.036410469508250665,0.05258467023172897,-1.0,10.42162752980677,-0.09999999999999998,6.69206524811969,-7.0,112.02526572159218,-35.0,-35.0,-34.0,-28.0
2016,3323,3299,1,16.64732142857143,1.6294642857142847,21.15538530131191,0.30265639453183724,0.11572278872694647,0.5616480806082549,0.12053583973544019,1.5778459821428612,-0.02945475762238081,0.04874513883243414,0.0331217780491766,0.052252634569975004,0.03696915302544451,-0.03701909478976559,0.18575773732911383,0.3616071428571429,4.0,20.852728906780072,0.19999999999999996,28.37904455285613,-15.0,366.46841465310854,0.0,0.0,0.0,0.0
2006,1331,1272,0,-6.586510263929611,1.927663734115356,-0.1477973208047274,10.249809454029162,0.009194500604228106,0.14981668342367627,0.006820117529803604,-5.540493646138799,-0.024797223221693976,0.01845410047732543,-0.036139011169659105,-0.0440301976636584,-0.003918608759971909,-0.04879018953554398,-0.11112660931188245,-0.26392961876832854,-2.0,-10.397606774833873,0.19999999999999996,16.05764003525522,15.0,-134.97575744836035,99.0,121.0,116.0,106.0
2003,1242,1393,0,1.2298850574712645,-3.529885057471276,-0.12151567087698822,-6.752723661650833,0.0034328157981278196,0.01135231745047749,0.010309804809754852,1.4631034482758594,-0.002391918819308003,0.06981892883045293,0.021452005113264408,-0.031189185144125997,-0.004197072095310617,-0.033665851824436516,0.03465471188247449,-0.060919540229884994,1.0,6.631207990773833,0.0,1.5842380448325883,-1.0,53.10546873240855,-19.0,-11.0,-8.0,-10.0
2013,3435,3163,0,-15.267839687194524,8.67644183773217,-20.111641389391593,14.296436897326416,-0.06470304677835681,-0.5984591639907959,-0.08016582878411943,-1.4231182795698913,-0.047857485013478474,-0.023801586116726448,-0.052750135942063806,-0.0402998701395806,0.0989713889409044,-0.10242222161382908,-0.04065978904707601,-0.23362658846529816,-2.0,-34.40807828671804,0.0,-11.030154452531079,7.0,-202.69019860394815,0.0,0.0,0.0,0.0
2024,1321,1194,1,-8.857954545454547,-4.272727272727266,-4.676376847394238,1.224943230521859,-0.01655223642369852,1.482238856595474,-0.019841664843748275,-5.109150094696972,-0.08437247883099791,0.020437124980512422,0.0046947951883170025,0.012731616881917596,-0.05158539673703416,-0.017360431264236365,-0.01696452437975393,-0.10132575757575757,-1.0,-5.901320077916111,-0.4166666666666667,-8.779332093159056,1.0,-88.60435741894503,-5.0,5.0,0.0,13.0
2013,1458,1279,0,-12.35294117647058,-11.352941176470587,-3.438623838965583,-4.233979221473987,-0.019637870066085528,0.3409529700403404,-0.006816560059448917,-9.375,-0.0082997591557179,0.04680869678659216,-0.025975792327188496,-0.009547281393413196,-0.10033217530710808,0.06247709432080506,0.07990677523431622,-0.08823529411764697,0.0,0.795355382508431,-0.4,-13.494099406501405,-7.0,10.092494189125546,-20.0,-25.0,-16.0,-20.0
2025,1423,1403,0,-4.1278409090909065,2.392992424242422,-4.8953352919437805,4.727606884184141,-0.021577053439236882,-0.6045423686842473,-0.03146300937072111,-0.5423413825757564,0.02508172880606724,0.01182066086224376,0.0010564929846516996,0.006485168506363201,0.09007537783188047,-0.08663103278367162,-0.06285694088418875,0.02367424242424243,-1.0,-9.622942176127921,0.25,-12.624861666627226,11.0,-40.9304474210096,86.0,99.0,0.0,89.0
2016,3400,3417,1,-3.65625,-8.3125,-0.10920542752083406,-7.160320329613938,0.02471368700176474,-0.060374633985809445,0.02415451782221062,-3.5035156249999915,-0.0006443023372426082,0.07980783871018071,-0.024499714514144594,0.019224293420260302,0.025303157764627993,0.030036127308631005,-0.04287149450071748,0.125,0.0,7.051114902093104,-0.16666666666666663,-4.537999643054675,-1.0,82.58707172619734,0.0,0.0,0.0,0.0
2018,1243,1260,0,0.6761363636363598,5.847537878787875,-0.45931359989852183,7.694513444569722,-0.03469109211073951,-0.10789197292834185,-0.04689656997883551,0.9668915719696969,0.03974556839929039,-0.07068660131538917,0.014769042315005296,0.011870583732945604,-0.0024385257786004866,0.005885559767867532,0.04506006615694269,-0.17708333333333337,1.0,-8.15382704446823,-0.5,-2.4300329673969685,-2.0,-19.07791209124889,-14.0,2.0,-21.0,-8.0
2011,1281,1153,0,11.874053030303031,12.631628787878789,2.843307268832575,5.579636464423984,0.02942335447727884,0.040414079771114775,0.02362584743097107,9.203018465909082,-0.051085529538475616,-0.06419730949525893,0.014121326942291096,0.013346030826763111,-0.040317887544581044,-0.0316751710666483,0.027194466414669383,-0.07007575757575757,-1.0,-2.7363291955913827,-0.5,-15.48170577405601,5.0,0.13882649208380826,10.0,11.0,11.0,24.0
2015,1112,1326,1,0.6229946524064189,-3.776292335115862,-0.1186976476872843,-7.202651993974342,-9.815034940185985e-05,-0.06186345831477946,-0.014395598711028024,0.6223484848484873,0.004845911120997692,0.0921978593288253,-0.009635138701438006,-0.020741274932753892,0.12744179208438722,-0.06181445920424927,0.014498112329258572,0.2147950089126558,1.0,7.083954346287072,0.5,19.147332981683405,-8.0,144.2271282227946,-15.0,-19.0,-13.0,-15.0
2021,3246,3234,0,-13.512592592592597,-14.681481481481484,-11.577661543984775,-13.453879895038511,-0.1064016521742931,-0.4018560668960005,-0.1054992239270563,-4.76920370370371,0.05454641891294387,-0.017515678224332754,0.031067426450036198,0.025224754225488998,-0.041557992230329494,-0.05935983093866953,0.047630132625674504,0.01333333333333342,-2.0,1.8762183510537653,-0.16666666666666663,-11.110427092117348,-1.0,-24.78729446952616,0.0,0.0,0.0,0.0
